Drug,Cell,Label,LN_IC50
Nilotinib,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,DU145_PROSTATE,Resistance,2.079441541679836
Nilotinib,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,EBC1_LUNG,Resistance,2.079441541679836
Nilotinib,EFE184_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,EFM19_BREAST,Resistance,2.079441541679836
Nilotinib,EFO21_OVARY,Resistance,2.079441541679836
Nilotinib,EFO27_OVARY,Resistance,2.079441541679836
Nilotinib,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-4.887784852788042
Nilotinib,EN_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.8326159479537232
Nilotinib,FADU_UPPER_AERODIGESTIVE_TRACT,Resistance,1.7250833671357475
Nilotinib,FUOV1_OVARY,Resistance,2.079441541679836
Nilotinib,G361_SKIN,Resistance,2.079441541679836
Nilotinib,G401_SOFT_TISSUE,Resistance,2.079441541679836
Nilotinib,GB1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,GCIY_STOMACH,Resistance,1.8445520707261016
Nilotinib,GCT_SOFT_TISSUE,Resistance,2.079441541679836
Nilotinib,GMS10_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-0.9696735182567684
Nilotinib,H4_CENTRAL_NERVOUS_SYSTEM,Resistance,2.03213491797611
Nilotinib,HCC1187_BREAST,Resistance,2.079441541679836
Nilotinib,HCC15_LUNG,Resistance,2.079441541679836
Nilotinib,HCC1569_BREAST,Resistance,2.079441541679836
Nilotinib,HCC1806_BREAST,Resistance,2.0175412153107564
Nilotinib,HCC1954_BREAST,Resistance,1.611283189862014
Nilotinib,HCC2935_LUNG,Resistance,2.079441541679836
Nilotinib,HCC4006_LUNG,Resistance,2.0074331611479077
Nilotinib,HCC56_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,HCC70_BREAST,Resistance,2.079441541679836
Nilotinib,HCC78_LUNG,Resistance,2.079441541679836
Nilotinib,HCT116_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,HCT15_LARGE_INTESTINE,Resistance,1.8712201195390659
Nilotinib,HDQP1_BREAST,Sensitivity,-2.0726490469926926
Nilotinib,HEC151_ENDOMETRIUM,Resistance,1.99242465935687
Nilotinib,HEC1A_ENDOMETRIUM,Resistance,1.9414081561329062
Nilotinib,HEC1B_ENDOMETRIUM,Resistance,1.4677615528110706
Nilotinib,HEC251_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,HEC265_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,HEC59_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,HEC6_ENDOMETRIUM,Resistance,0.7128946852584711
Nilotinib,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,HEP3B217_LIVER,Resistance,1.4223024650389149
Nilotinib,HEPG2_LIVER,Resistance,2.079441541679836
Nilotinib,HEYA8_OVARY,Resistance,2.079441541679836
Nilotinib,HGC27_STOMACH,Resistance,1.774870897424937
Nilotinib,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,HLE_LIVER,Resistance,2.079441541679836
Nilotinib,HLF_LIVER,Resistance,2.079441541679836
Nilotinib,HMC18_BREAST,Resistance,2.079441541679836
Nilotinib,HMCB_SKIN,Resistance,1.9714711518724848
Nilotinib,HOS_BONE,Resistance,2.079441541679836
Nilotinib,HPAC_PANCREAS,Resistance,1.9562015835364903
Nilotinib,HS229T_LUNG,Resistance,2.079441541679836
Nilotinib,HS294T_SKIN,Resistance,2.079441541679836
Nilotinib,HS578T_BREAST,Resistance,2.079441541679836
Nilotinib,HS683_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,HS695T_SKIN,Resistance,2.079441541679836
Nilotinib,HS739T_BREAST,Resistance,2.079441541679836
Nilotinib,HS746T_STOMACH,Resistance,1.794518691902951
Nilotinib,HS766T_PANCREAS,Resistance,2.079441541679836
Nilotinib,HS840T_UPPER_AERODIGESTIVE_TRACT,Resistance,2.079441541679836
Nilotinib,HS852T_SKIN,Resistance,1.9860802499962564
Nilotinib,HS895T_SKIN,Resistance,1.551879167036872
Nilotinib,HS936T_SKIN,Resistance,2.079441541679836
Nilotinib,HS939T_SKIN,Resistance,1.9572922158713664
Nilotinib,HS944T_SKIN,Resistance,2.079441541679836
Nilotinib,HSC2_UPPER_AERODIGESTIVE_TRACT,Resistance,2.079441541679836
Nilotinib,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,HT1197_URINARY_TRACT,Resistance,2.079441541679836
Nilotinib,HT1376_URINARY_TRACT,Resistance,2.079441541679836
Nilotinib,HT144_SKIN,Resistance,1.5332913436612896
Nilotinib,HT29_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,HUCCT1_BILIARY_TRACT,Resistance,2.079441541679836
Nilotinib,HUH1_LIVER,Resistance,2.079441541679836
Nilotinib,HUPT3_PANCREAS,Resistance,2.079441541679836
Nilotinib,HUPT4_PANCREAS,Resistance,1.6283347747470387
Nilotinib,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-0.8510393968800056
Nilotinib,IALM_LUNG,Resistance,2.079441541679836
Nilotinib,IGR37_SKIN,Resistance,2.079441541679836
Nilotinib,IGR39_SKIN,Resistance,2.079441541679836
Nilotinib,IGROV1_OVARY,Resistance,2.079441541679836
Nilotinib,IM95_STOMACH,Resistance,2.079441541679836
Nilotinib,IMR32_AUTONOMIC_GANGLIA,Resistance,2.079441541679836
Nilotinib,IPC298_SKIN,Resistance,2.079441541679836
Nilotinib,ISTMES1_PLEURA,Sensitivity,-0.11293655148152232
Nilotinib,ISTMES2_PLEURA,Resistance,1.2712079067616495
Nilotinib,JHH2_LIVER,Resistance,2.079441541679836
Nilotinib,JHH4_LIVER,Resistance,2.079441541679836
Nilotinib,JHH6_LIVER,Resistance,2.079441541679836
Nilotinib,JHOS2_OVARY,Resistance,2.079441541679836
Nilotinib,JHOS4_OVARY,Resistance,1.4557450503589668
Nilotinib,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.0412598126255985
Nilotinib,JMSU1_URINARY_TRACT,Resistance,1.6117594152599626
Nilotinib,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,0.8300867851885629
Nilotinib,K029AX_SKIN,Resistance,2.079441541679836
Nilotinib,KALS1_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.010075330644276
Nilotinib,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-4.286954374079178
Nilotinib,KE39_STOMACH,Resistance,1.5669029439028963
Nilotinib,KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,0.8423560972504617
Nilotinib,KLE_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,KMBC2_URINARY_TRACT,Resistance,2.079441541679836
Nilotinib,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.0705787584974815
Nilotinib,KMRC1_KIDNEY,Resistance,2.079441541679836
Nilotinib,KMRC2_KIDNEY,Resistance,2.079441541679836
Nilotinib,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.4401834929542368
Nilotinib,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.7919839548626026
Nilotinib,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.2526160236995103
Nilotinib,KNS42_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,KNS60_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,KNS81_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,KP2_PANCREAS,Resistance,2.079441541679836
Nilotinib,KP3_PANCREAS,Resistance,2.079441541679836
Nilotinib,KP4_PANCREAS,Resistance,2.079441541679836
Nilotinib,KPNSI9S_AUTONOMIC_GANGLIA,Resistance,1.6887680742455806
Nilotinib,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-4.08505429074436
Nilotinib,KURAMOCHI_OVARY,Resistance,2.079441541679836
Nilotinib,KYSE30_OESOPHAGUS,Resistance,2.079441541679836
Nilotinib,KYSE410_OESOPHAGUS,Resistance,1.6348789490804267
Nilotinib,KYSE520_OESOPHAGUS,Resistance,1.872418354102346
Nilotinib,L33_PANCREAS,Resistance,2.079441541679836
Nilotinib,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.8795000946819311
Nilotinib,LC1SQSF_LUNG,Resistance,2.079441541679836
Nilotinib,LCLC103H_LUNG,Resistance,2.079441541679836
Nilotinib,LN18_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,LN229_CENTRAL_NERVOUS_SYSTEM,Resistance,1.8564881260386932
Nilotinib,LOUNH91_LUNG,Resistance,2.079441541679836
Nilotinib,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.3938830865173764
Nilotinib,LS123_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,LS513_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,LU99_LUNG,Resistance,2.079441541679836
Nilotinib,LUDLU1_LUNG,Resistance,1.4561597817584222
Nilotinib,MALME3M_SKIN,Resistance,1.4842564841395849
Nilotinib,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,MCAS_OVARY,Resistance,2.079441541679836
Nilotinib,MCF7_BREAST,Resistance,2.079441541679836
Nilotinib,MDAMB157_BREAST,Resistance,2.079441541679836
Nilotinib,MDAMB175VII_BREAST,Resistance,2.079441541679836
Nilotinib,MDAMB415_BREAST,Resistance,1.3799499269424818
Nilotinib,MDAMB435S_SKIN,Resistance,1.859591246639424
Nilotinib,MDAMB436_BREAST,Resistance,2.079441541679836
Nilotinib,MDAMB453_BREAST,Resistance,2.079441541679836
Nilotinib,MDAMB468_BREAST,Resistance,1.4638253870060662
Nilotinib,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.7931361037318116
Nilotinib,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-2.6697568071996294
Nilotinib,MELHO_SKIN,Resistance,1.9832536798377904
Nilotinib,MESSA_SOFT_TISSUE,Resistance,2.079441541679836
Nilotinib,MEWO_SKIN,Resistance,2.079441541679836
Nilotinib,MFE280_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,MG63_BONE,Resistance,2.079441541679836
Nilotinib,MHHES1_BONE,Resistance,0.930694271468131
Nilotinib,MIAPACA2_PANCREAS,Resistance,2.079441541679836
Nilotinib,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,MKN45_STOMACH,Resistance,2.079441541679836
Nilotinib,MKN7_STOMACH,Resistance,2.079441541679836
Nilotinib,MKN74_STOMACH,Resistance,2.079441541679836
Nilotinib,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,0.7566236890554231
Nilotinib,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.3576753339488907
Nilotinib,MPP89_PLEURA,Resistance,2.079441541679836
Nilotinib,MSTO211H_PLEURA,Resistance,1.7813382811156708
Nilotinib,NCIH1048_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1092_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1184_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1339_LUNG,Resistance,2.052197376897016
Nilotinib,NCIH1341_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1355_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1373_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1563_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1568_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1573_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1581_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1648_LUNG,Resistance,1.7211507563651456
Nilotinib,NCIH1650_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1651_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1666_LUNG,Resistance,2.04264237273035
Nilotinib,NCIH1693_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1694_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1792_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1793_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1869_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1915_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1944_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH1975_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2009_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2023_LUNG,Resistance,1.3899504940629486
Nilotinib,NCIH2030_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2052_PLEURA,Resistance,2.079441541679836
Nilotinib,NCIH2085_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2087_LUNG,Resistance,1.8065162436391007
Nilotinib,NCIH211_LUNG,Resistance,1.7995573021154585
Nilotinib,NCIH2122_LUNG,Resistance,2.0612301586502104
Nilotinib,NCIH2170_LUNG,Resistance,1.2024443989092148
Nilotinib,NCIH2172_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2228_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH226_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2286_LUNG,Resistance,0.8699691607002387
Nilotinib,NCIH23_LUNG,Resistance,2.0067265131602894
Nilotinib,NCIH2444_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH2452_PLEURA,Resistance,2.079441541679836
Nilotinib,NCIH28_PLEURA,Resistance,2.079441541679836
Nilotinib,NCIH322_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH3255_LUNG,Resistance,1.9648809520501942
Nilotinib,NCIH358_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH441_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH520_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH522_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH647_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH650_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH661_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH727_LUNG,Resistance,2.079441541679836
Nilotinib,NCIH747_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,NCIH810_LUNG,Resistance,1.7539789302059858
Nilotinib,NCIN87_STOMACH,Resistance,1.3199621512173405
Nilotinib,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-4.8795201933551455
Nilotinib,NIHOVCAR3_OVARY,Resistance,2.079441541679836
Nilotinib,NUGC3_STOMACH,Resistance,2.079441541679836
Nilotinib,NUGC4_STOMACH,Resistance,1.471721334584056
Nilotinib,OC314_OVARY,Resistance,2.079441541679836
Nilotinib,OC315_OVARY,Resistance,2.079441541679836
Nilotinib,OC316_OVARY,Resistance,2.079441541679836
Nilotinib,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.9166449142157849
Nilotinib,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.983161475750485
Nilotinib,OCUM1_STOMACH,Resistance,2.079441541679836
Nilotinib,OE33_OESOPHAGUS,Resistance,2.079441541679836
Nilotinib,ONCODG1_OVARY,Resistance,2.079441541679836
Nilotinib,ONS76_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,OV90_OVARY,Resistance,1.9026350111329795
Nilotinib,OVCAR4_OVARY,Resistance,2.079441541679836
Nilotinib,OVCAR8_OVARY,Resistance,2.0242696835367266
Nilotinib,OVMANA_OVARY,Resistance,2.079441541679836
Nilotinib,OVSAHO_OVARY,Resistance,2.079441541679836
Nilotinib,OVTOKO_OVARY,Resistance,2.079441541679836
Nilotinib,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,PANC0203_PANCREAS,Resistance,2.079441541679836
Nilotinib,PANC0327_PANCREAS,Resistance,2.079441541679836
Nilotinib,PANC0403_PANCREAS,Resistance,2.079441541679836
Nilotinib,PANC1005_PANCREAS,Resistance,2.079441541679836
Nilotinib,PC3_PROSTATE,Resistance,2.079441541679836
Nilotinib,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,PK1_PANCREAS,Resistance,2.079441541679836
Nilotinib,PK45H_PANCREAS,Resistance,2.079441541679836
Nilotinib,PK59_PANCREAS,Resistance,2.079441541679836
Nilotinib,PL45_PANCREAS,Resistance,2.079441541679836
Nilotinib,PLCPRF5_LIVER,Resistance,2.040430238248808
Nilotinib,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,RERFGC1B_STOMACH,Resistance,2.079441541679836
Nilotinib,RERFLCAI_LUNG,Resistance,2.079441541679836
Nilotinib,RERFLCMS_LUNG,Resistance,2.079441541679836
Nilotinib,RKO_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,RL952_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,RT112_URINARY_TRACT,Resistance,2.079441541679836
Nilotinib,RT4_URINARY_TRACT,Resistance,2.079441541679836
Nilotinib,RVH421_SKIN,Resistance,2.079441541679836
Nilotinib,SAOS2_BONE,Resistance,1.7426879910935595
Nilotinib,SBC5_LUNG,Resistance,2.079441541679836
Nilotinib,SCABER_URINARY_TRACT,Resistance,2.079441541679836
Nilotinib,SF126_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,SF295_CENTRAL_NERVOUS_SYSTEM,Resistance,2.079441541679836
Nilotinib,SH10TC_STOMACH,Resistance,2.0765765377226364
Nilotinib,SHP77_LUNG,Resistance,2.079441541679836
Nilotinib,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,0.5005333574375507
Nilotinib,SIMA_AUTONOMIC_GANGLIA,Resistance,2.079441541679836
Nilotinib,SJRH30_SOFT_TISSUE,Resistance,2.079441541679836
Nilotinib,SKBR3_BREAST,Resistance,2.079441541679836
Nilotinib,SKCO1_LARGE_INTESTINE,Sensitivity,-1.837552109464584
Nilotinib,SKES1_BONE,Resistance,2.079441541679836
Nilotinib,SKHEP1_LIVER,Resistance,2.079441541679836
Nilotinib,SKLU1_LUNG,Resistance,2.079441541679836
Nilotinib,SKMEL2_SKIN,Resistance,2.079441541679836
Nilotinib,SKMEL24_SKIN,Resistance,1.9319759759543425
Nilotinib,SKMEL30_SKIN,Resistance,2.079441541679836
Nilotinib,SKMEL31_SKIN,Resistance,2.021074428833934
Nilotinib,SKMEL5_SKIN,Resistance,2.079441541679836
Nilotinib,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,SKNBE2_AUTONOMIC_GANGLIA,Resistance,2.079441541679836
Nilotinib,SKNSH_AUTONOMIC_GANGLIA,Resistance,1.6497030503705032
Nilotinib,SKOV3_OVARY,Resistance,2.079441541679836
Nilotinib,SNGM_ENDOMETRIUM,Resistance,2.079441541679836
Nilotinib,SNU1_STOMACH,Resistance,2.079441541679836
Nilotinib,SNU16_STOMACH,Sensitivity,-3.0058908172819554
Nilotinib,SNU182_LIVER,Resistance,2.079441541679836
Nilotinib,SNU423_LIVER,Resistance,2.079441541679836
Nilotinib,SNU449_LIVER,Resistance,2.079441541679836
Nilotinib,SNUC2A_LARGE_INTESTINE,Resistance,2.079441541679836
Nilotinib,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.6177965506817606
Nilotinib,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sensitivity,-2.310213576023256
Nilotinib,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,1.7562217188469615
Nilotinib,SUIT2_PANCREAS,Resistance,2.079441541679836
Nilotinib,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Resistance,2.079441541679836
Nilotinib,SW1088_CENTRAL_NERVOUS_SYSTEM,Sensitivity,0.020755339008493568
Nilotinib,SW1271_LUNG,Resistance,2.079441541679836
Nilotinib,SW1353_BONE,Resistance,2.079441541679836
Nilotinib,SW1990_PANCREAS,Resistance,2.0584189539644635
Nilotinib,SW403_LARGE_INTESTINE,Resistance,2.079441541679836
